,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
1885,Mercedes-Benz,Mercedes-Benz GLS 350d,4,6000,Diesel,First,11.0,2987.0,258.0,7900000.0
1886,Hyundai,Hyundai Grand i10,4,9434,Petrol,First,18.0,1197.0,81.86,575000.0
1887,Maruti,Maruti Ritz VXi,10,29000,Petrol,First,18.0,1197.0,85.8,325000.0
1888,Volkswagen,Volkswagen Ameo 1.5,5,22440,Diesel,First,22.0,1498.0,108.495,889000.0
1889,Honda,Honda City i,7,73070,Petrol,First,17.0,1497.0,117.3,590000.0
1890,Honda,Honda Jazz 1.2,6,21771,Petrol,First,18.0,1199.0,88.7,495000.0
1891,Maruti,Maruti Swift Ldi,8,62000,Diesel,First,17.0,1248.0,75.0,375000.0
1892,Hyundai,Hyundai Creta 1.6,5,37024,Diesel,First,17.0,1582.0,126.2,1097000.0
1893,Audi,Audi A7 2011-2015,8,60336,Diesel,Second,14.0,2967.0,241.4,2494000.0
1894,Hyundai,Hyundai EON D,8,26008,Petrol,First,21.0,814.0,55.2,197000.0
1895,Ford,Ford Figo Diesel,12,90000,Diesel,Second,20.0,1399.0,68.0,140000.0
1896,Volkswagen,Volkswagen Ameo 1.2,4,35569,Petrol,First,17.0,1198.0,73.75,727000.0
1897,Renault,Renault Scala Diesel,9,40000,Diesel,First,21.6,1461.0,84.8,400000.0
1898,Honda,Honda Jazz 1.2,7,45000,Petrol,First,18.0,1199.0,88.7,475000.0
1899,Hyundai,Hyundai i20 1.2,7,42000,Petrol,First,17.0,1197.0,80.0,509999.99999999994
1900,Audi,Audi A4 3.0,10,46913,Diesel,First,14.9,2967.0,241.4,1611000.0
1901,Mahindra,Mahindra Ssangyong Rexton,8,62000,Diesel,First,11.1,2696.0,184.0,1055000.0
1902,Toyota,Toyota Fortuner 2.8,5,15000,Diesel,First,12.0,2755.0,174.5,3000000.0
1903,Skoda,Skoda Octavia Classic,20,69000,Diesel,First,18.0,1896.0,66.0,160000.0
1904,Mercedes-Benz,Mercedes-Benz New C-Class,10,41367,Diesel,First,15.0,2148.0,170.0,1848999.9999999998
1905,Maruti,Maruti Ciaz 1.4,4,15982,Petrol,First,20.7,1373.0,91.1,996000.0000000001
1906,Maruti,Maruti Swift ZDi,9,99595,Diesel,Second,22.0,1248.0,74.0,475000.0
1907,Toyota,Toyota Qualis FS,20,63000,Diesel,Third,13.0,2446.0,75.0,365000.0
1908,BMW,BMW 5 Series,10,49000,Diesel,Second,16.7,2495.0,218.0,1550000.0
1909,Mitsubishi,Mitsubishi Pajero 2.8,9,48272,Diesel,First,10.0,2835.0,116.9,1182000.0
1910,Toyota,Toyota Corolla H2,14,63000,Petrol,First,13.0,1794.0,125.0,204999.99999999997
1911,Maruti,Maruti Wagon R,6,77000,CNG,First,37.24,998.0,58.16,330000.0
1912,Maruti,Maruti Omni E,9,11734,Petrol,First,16.0,796.0,34.2,225000.0
1913,Audi,Audi A6 2011-2015,8,62012,Diesel,First,17.6,1968.0,174.33,2012000.0
1914,Hyundai,Hyundai Xcent 1.2,5,46000,CNG,First,35.0,1197.0,81.86,495000.0
1915,Honda,Honda Jazz 1.5,6,45449,Diesel,First,27.0,1498.0,98.6,748000.0
1916,Mercedes-Benz,Mercedes-Benz E-Class 200,18,85000,Petrol,Second,10.0,1796.0,157.7,550000.0
1917,Honda,Honda City 1.5,17,88000,Petrol,Second,13.0,1493.0,100.0,170000.0
1918,Audi,Audi A4 2.0,9,45330,Diesel,First,16.5,1968.0,147.51,1319000.0
1919,Maruti,Maruti Swift Dzire,10,88000,Petrol,First,19.0,1197.0,85.8,385000.0
1920,Maruti,Maruti Dzire VDI,6,45376,Diesel,First,28.0,1248.0,73.75,575000.0
1921,Mahindra,Mahindra XUV500 W8,8,81000,Diesel,First,15.0,2179.0,140.0,900000.0
1922,Chevrolet,Chevrolet Beat LT,10,83381,Petrol,First,18.0,1199.0,79.4,221000.0
1923,Ford,Ford EcoSport 1.5,5,78526,Diesel,First,23.0,1498.0,98.96,809000.0
1924,BMW,BMW 5 Series,5,27313,Diesel,First,14.6,2993.0,258.0,4863000.0
1925,Audi,Audi Q5 30,7,42747,Diesel,Second,14.1,1968.0,174.3,3947000.0
1926,BMW,BMW X1 sDrive,7,42265,Diesel,Second,20.6,1995.0,190.0,2224000.0
1927,Hyundai,Hyundai i10 Magna,13,21000,Petrol,First,19.0,1197.0,80.0,260000.0
1928,Hyundai,Hyundai Creta 1.6,6,55100,Diesel,First,17.0,1582.0,126.2,1200000.0
1929,Audi,Audi A4 2.0,8,70000,Diesel,First,17.1,1968.0,174.33,1800000.0
1930,Mercedes-Benz,Mercedes-Benz S Class,15,55000,Petrol,Third,10.1,3498.0,364.9,999000.0
1931,Hyundai,Hyundai i10 Magna,10,58235,Petrol,First,20.3,1197.0,78.9,245000.00000000003
1932,Ford,Ford EcoSport 1.5,5,26000,Diesel,First,23.0,1498.0,98.96,899000.0
1933,Volkswagen,Volkswagen Vento Diesel,11,35000,Diesel,First,20.5,1598.0,103.6,315000.0
1934,Maruti,Maruti Dzire ZDI,5,24000,Diesel,First,28.0,1248.0,73.75,819999.9999999999
1935,Mahindra,Mahindra Scorpio 1.99,6,98000,Diesel,First,15.0,1997.0,120.0,1150000.0
1936,Hyundai,Hyundai i20 Asta,6,44487,Diesel,First,22.5,1396.0,88.73,730000.0
1937,Maruti,Maruti Alto LXi,14,65000,Petrol,First,19.0,796.0,46.3,159000.0
1938,Hyundai,Hyundai i10 Magna,7,34951,Petrol,Second,20.3,1197.0,78.9,315000.0
1939,Mahindra,Mahindra Scorpio S6,7,52373,Diesel,Second,15.0,2179.0,120.0,850000.0
1940,Skoda,Skoda Fabia 1.2L,12,66285,Diesel,First,19.0,1199.0,75.0,300000.0
1941,BMW,BMW X5 xDrive,10,66000,Diesel,First,15.0,2993.0,258.0,2100000.0
1942,Honda,Honda Jazz 1.5,6,43000,Diesel,First,27.0,1498.0,98.6,775000.0
1943,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,9,45200,Diesel,First,10.0,2148.0,170.0,2300000.0
1944,Mahindra,Mahindra XUV500 AT,6,41000,Diesel,First,16.0,2179.0,140.0,1375000.0
1945,Honda,Honda City i,5,39430,Petrol,First,18.0,1497.0,117.3,828999.9999999999
1946,Maruti,Maruti Swift VDI,8,83274,Diesel,First,22.0,1248.0,74.0,579000.0
1947,Mercedes-Benz,Mercedes-Benz New C-Class,5,32324,Diesel,First,14.8,2143.0,170.0,3050000.0
1948,Honda,Honda City 1.5,11,49999,Petrol,First,17.0,1497.0,118.0,380000.0
1949,Tata,Tata Sumo EX,8,66000,Diesel,First,15.0,2956.0,83.8,445000.0
1950,Hyundai,Hyundai i20 Magna,10,54000,Petrol,First,18.0,1197.0,82.85,330000.0
1951,Fiat,Fiat Linea 1.3,13,80000,Diesel,Second,20.0,1248.0,91.2,175000.0
1952,Honda,Honda Civic 2006-2010,11,72000,Petrol,Second,12.0,1799.0,130.0,550000.0
1953,Hyundai,Hyundai Creta 1.6,5,44865,Diesel,First,19.6,1582.0,126.2,1335000.0
1954,Audi,Audi A3 35,5,22000,Diesel,Second,20.3,1968.0,143.0,2250000.0
1955,Hyundai,Hyundai Verna VTVT,9,57478,Petrol,Second,17.0,1591.0,121.3,525000.0
1956,Hyundai,Hyundai i20 1.4,11,75000,Diesel,First,21.0,1396.0,90.0,375000.0
1957,Honda,Honda Mobilio S,7,50624,Diesel,First,24.0,1498.0,98.6,632000.0
1958,Hyundai,Hyundai Verna 1.6,4,75000,Diesel,First,22.3,1582.0,126.32,775000.0
1959,Ford,Ford Fiesta 1.6,16,87000,Petrol,Second,15.0,1596.0,101.0,137000.0
1960,Hyundai,Hyundai i10 Sportz,12,62000,Petrol,First,20.3,1197.0,78.9,210000.0
1961,Maruti,Maruti Vitara Brezza,6,41372,Diesel,First,24.0,1248.0,88.5,930000.0000000001
1962,Toyota,Toyota Innova 2.5,7,70000,Diesel,First,12.9,2494.0,100.6,1200000.0
1963,Mercedes-Benz,Mercedes-Benz GLA Class,5,35000,Diesel,First,17.0,2143.0,136.0,2350000.0
1964,Maruti,Maruti Alto LXi,16,71993,Petrol,First,19.0,796.0,46.3,180000.0
1965,Mercedes-Benz,Mercedes-Benz New C-Class,9,62000,Diesel,Second,14.8,2143.0,170.0,1250000.0
1966,Maruti,Maruti Swift LDI,7,51000,Diesel,First,22.0,1248.0,74.0,474000.0
1967,Hyundai,Hyundai Grand i10,6,26038,Petrol,First,18.0,1197.0,82.0,543000.0
1968,Toyota,Toyota Fortuner 4x4,4,37713,Diesel,Second,12.5,2982.0,168.5,3162000.0
1969,Toyota,Toyota Innova 2.0,11,78088,Petrol,First,12.0,1998.0,132.0,630000.0
1970,Ford,Ford EcoSport 1.5,5,30453,Diesel,First,22.7,1498.0,98.59,844999.9999999999
1971,Ford,Ford Figo 1.2P,6,54000,Petrol,First,18.1,1196.0,86.8,500000.0
1972,Toyota,Toyota Fortuner 3.0,11,190000,Diesel,First,11.0,2982.0,171.0,1300000.0
1973,Maruti,Maruti Swift Dzire,10,65097,Petrol,First,19.0,1197.0,85.8,470000.0
1974,BMW,BMW 7 Series,4,28060,Petrol,First,12.0,2979.0,320.0,9367000.0
1975,Skoda,Skoda Superb 1.8,10,282000,Petrol,First,13.1,1798.0,160.0,330000.0
1976,Maruti,Maruti Wagon R,13,111000,Petrol,Second,18.0,1061.0,67.0,151000.0
1977,Renault,Renault Duster 110PS,9,63295,Diesel,First,19.0,1461.0,108.45,609000.0
1978,Maruti,Maruti Ciaz VXi,7,35770,Petrol,First,20.7,1373.0,91.1,595000.0
1979,Hyundai,Hyundai Elantra CRDi,10,125928,Diesel,First,22.0,1582.0,126.24,900000.0
1980,Skoda,Skoda Rapid 1.5,7,45000,Diesel,First,21.6,1498.0,103.52,425000.0
1981,Mercedes-Benz,Mercedes-Benz New C-Class,9,21000,Diesel,First,14.8,2143.0,170.0,2350000.0
1982,Honda,Honda Accord 2.4,11,54774,Petrol,First,11.0,2354.0,177.6,635000.0
1983,Maruti,Maruti Celerio VXI,8,41123,Petrol,First,23.0,998.0,67.04,340000.0
1984,BMW,BMW 7 Series,5,17465,Petrol,First,12.0,2979.0,320.0,9300000.0
1985,BMW,BMW 3 Series,8,48000,Diesel,First,22.6,1995.0,190.0,2160000.0
1986,Volkswagen,Volkswagen Vento Diesel,11,173000,Diesel,First,20.5,1598.0,103.6,400000.0
1987,Maruti,Maruti Swift Dzire,4,12000,Diesel,First,23.0,1248.0,74.0,550000.0
1988,Land,Land Rover Freelander,10,34000,Diesel,First,12.3,2179.0,147.51,1925000.0
1989,Hyundai,Hyundai i20 1.4,10,71360,Diesel,First,21.0,1396.0,90.0,395000.0
1990,Maruti,Maruti Dzire VDI,10,74000,Diesel,Second,28.0,1248.0,73.75,425000.0
1991,Jeep,Jeep Compass 2.0,4,28937,Diesel,First,17.0,1956.0,170.0,1702000.0
1992,Maruti,Maruti Ertiga VDI,10,82085,Diesel,First,20.7,1248.0,88.76,650000.0
1993,Ford,Ford Figo Petrol,11,68465,Petrol,First,15.0,1196.0,70.0,295000.0
1994,Toyota,Toyota Corolla Altis,9,63854,Diesel,First,21.4,1364.0,86.79,712000.0
1995,Maruti,Maruti Vitara Brezza,4,3000,Diesel,First,24.0,1248.0,88.5,1125000.0
1996,Honda,Honda City 1.5,13,65055,Petrol,First,17.0,1497.0,118.0,275000.0
1997,Mahindra,Mahindra Scorpio S10,7,120000,Diesel,First,15.0,2179.0,120.0,1200000.0
1998,Hyundai,Hyundai Xcent 1.2,8,64241,Petrol,First,20.1,1197.0,81.86,367000.0
1999,Mercedes-Benz,Mercedes-Benz E-Class 220,21,121000,Diesel,First,15.0,2148.0,113.2722029281571,500000.0
2000,Mahindra,Mahindra Renault Logan,14,2200,Petrol,First,15.0,1390.0,75.0,229999.99999999997
2001,Skoda,Skoda Octavia 1.9,14,88123,Diesel,First,18.0,1896.0,66.0,220000.00000000003
2002,Mercedes-Benz,Mercedes-Benz GL-Class 2007,8,79000,Diesel,First,12.0,2987.0,224.0,4100000.0
2003,BMW,BMW X1 sDrive,6,28143,Diesel,First,20.6,1995.0,190.0,2850000.0
2004,Volkswagen,Volkswagen Vento 2013-2015,7,23001,Petrol,First,15.0,1598.0,103.2,549000.0
2005,Audi,Audi A4 2.0,9,82002,Diesel,Second,16.5,1968.0,147.51,1750000.0
2006,Ford,Ford Ikon 1.4,13,75000,Diesel,First,13.0,1399.0,68.0,199000.0
2007,Hyundai,Hyundai Verna 1.6,6,37451,Diesel,First,22.3,1582.0,126.3,664000.0
2008,Toyota,Toyota Innova Crysta,5,67000,Diesel,First,13.6,2393.0,147.8,1650000.0
2009,Hyundai,Hyundai Grand i10,6,25000,Petrol,First,18.0,1197.0,82.0,500000.0
2010,Volkswagen,Volkswagen Ameo 1.2,5,12000,Petrol,First,17.0,1198.0,73.75,540000.0
2011,Renault,Renault KWID RXT,5,25000,Petrol,First,25.1,799.0,53.3,299000.0
2012,Honda,Honda City 1.5,11,95936,Petrol,First,17.0,1497.0,118.0,409999.99999999994
2013,Hyundai,Hyundai Grand i10,4,5354,Petrol,First,18.0,1197.0,81.86,676000.0
2014,Volkswagen,Volkswagen Polo 1.0,6,42000,Petrol,Second,18.7,999.0,75.0,550000.0
2015,Maruti,Maruti Swift VDI,8,44282,Diesel,First,25.0,1248.0,74.0,599000.0
2016,Nissan,Nissan Sunny 2011-2014,10,70000,Diesel,First,21.6,1461.0,84.8,259000.0
2017,Jaguar,Jaguar XF 2.2,9,31400,Diesel,First,16.3,2179.0,187.7,2675000.0
2018,Maruti,Maruti Ciaz ZDi,6,50000,Diesel,First,28.0,1248.0,88.5,850000.0
2019,Audi,Audi Q5 2008-2012,11,53000,Diesel,First,12.0,1968.0,167.6,2300000.0
2020,Ford,Ford Figo Petrol,8,21727,Petrol,First,15.0,1196.0,70.02,335000.0
2021,Hyundai,Hyundai Santa Fe,10,43000,Diesel,Second,11.7,2199.0,194.3,1075000.0
2022,Mahindra,Mahindra Scorpio VLX,9,75000,Diesel,First,12.0,2179.0,120.0,629000.0
2023,Renault,Renault Duster 110PS,8,73557,Diesel,First,19.0,1461.0,108.45,775000.0
2024,Audi,Audi A4 New,10,44555,Diesel,First,15.0,1968.0,140.8,1350000.0
2025,Maruti,Maruti Eeco 7,9,54885,Petrol,First,15.0,1196.0,73.0,375000.0
2026,Mahindra,Mahindra Xylo E4,11,76000,Diesel,Second,14.0,2498.0,112.0,375000.0
2027,Maruti,Maruti Wagon R,16,101000,Petrol,Second,18.0,998.0,67.1,150000.0
2028,Maruti,Maruti Wagon R,17,66000,Petrol,First,14.0,1061.0,64.0,145000.0
2029,Maruti,Maruti SX4 ZXI,9,84360,Petrol,First,15.0,1586.0,103.3,412000.0
2030,Toyota,Toyota Innova Crysta,6,25121,Diesel,First,13.6,2393.0,147.8,1711000.0
2031,Toyota,Toyota Innova 2.5,7,100000,Diesel,Second,12.9,2494.0,100.6,1025000.0
2032,Volkswagen,Volkswagen Polo Diesel,11,66035,Diesel,First,22.0,1199.0,73.9,249000.00000000003
2033,Toyota,Toyota Etios G,7,190000,Petrol,Second,16.7,1496.0,88.73,385000.0
2034,Ford,Ford Ecosport 1.5,8,85670,Diesel,First,22.0,1498.0,89.84,625000.0
2035,Hyundai,Hyundai Grand i10,7,35000,Diesel,First,24.0,1120.0,70.0,488000.0
2036,Honda,Honda City i,6,8000,Petrol,First,18.0,1497.0,117.3,944999.9999999999
2037,Toyota,Toyota Innova 2.5,15,162000,Diesel,Second,12.0,2494.0,102.0,480000.0
2038,Hyundai,Hyundai EON Era,10,60000,Petrol,First,21.0,814.0,55.2,199000.0
2039,Hyundai,Hyundai i10 Magna,12,70600,Petrol,First,20.3,1197.0,78.9,280000.0
2040,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,11,25000,Petrol,Second,12.0,1796.0,185.0,2200000.0
2041,Mahindra,Mahindra Bolero SLE,10,75000,Diesel,First,15.9,2523.0,62.1,430000.0
2042,Skoda,Skoda Laura Ambition,8,85071,Diesel,First,20.0,1968.0,138.1,975000.0
2043,Maruti,Maruti Swift ZXI,7,40000,Petrol,First,20.0,1197.0,81.8,590000.0
2044,Audi,Audi A4 2.0,9,67000,Diesel,First,16.5,1968.0,147.51,1450000.0
2045,Ford,Ford Fiesta 1.4,13,55000,Diesel,Second,17.0,1399.0,68.0,240000.0
2046,Maruti,Maruti SX4 Vxi,14,62000,Petrol,Second,15.0,1586.0,104.68,211000.0
2047,Hyundai,Hyundai Grand i10,5,22526,Petrol,First,18.0,1197.0,82.0,760000.0
2048,Maruti,Maruti Ritz AT,10,57788,Petrol,First,17.1,1197.0,85.8,360000.0
2049,Mahindra,Mahindra Scorpio 2.6,9,72000,Diesel,First,10.0,2179.0,120.0,600000.0
2050,Mahindra,Mahindra Scorpio S4,8,83128,Diesel,First,15.0,2179.0,120.0,745000.0
2051,Maruti,Maruti Alto LXi,11,75000,Petrol,First,19.0,796.0,46.3,210000.0
2052,Renault,Renault Duster 110PS,9,58000,Diesel,Second,19.0,1461.0,108.45,520000.0
2053,Mahindra,Mahindra Jeep MM,13,26000,Diesel,First,0.0,2498.0,113.2722029281571,699000.0
2054,Maruti,Maruti Ignis 1.2,5,1000,Petrol,First,20.8,1197.0,81.8,636000.0
2055,Toyota,Toyota Innova 2.5,7,59751,Diesel,First,12.9,2494.0,100.6,1162000.0
2056,BMW,BMW 7 Series,7,29966,Diesel,Second,16.7,2993.0,261.49,4360000.0
2057,Hyundai,Hyundai Sonata Embera,13,65000,Diesel,Second,13.0,1991.0,142.0,490000.00000000006
2058,Renault,Renault Duster Adventure,7,75863,Diesel,First,19.0,1461.0,108.45,670000.0
2059,Maruti,Maruti Wagon R,9,54000,CNG,First,46.955999999999996,998.0,67.04,305000.0
2060,Audi,Audi A4 2.0,8,24000,Diesel,First,17.1,1968.0,174.33,2500000.0
2061,Jeep,Jeep Compass 2.0,4,33218,Diesel,First,17.0,1956.0,170.0,1905000.0
2062,Hyundai,Hyundai Verna 1.4,7,33425,Petrol,First,17.4,1396.0,105.5,450000.0
2063,Honda,Honda Amaze VX,9,47000,Petrol,First,18.0,1198.0,86.7,415000.00000000006
2064,Hyundai,Hyundai Creta 1.6,7,41000,Diesel,First,19.6,1582.0,126.2,1190000.0
2065,Hyundai,Hyundai i10 Magna,11,62000,Petrol,First,19.8,1086.0,68.05,210000.0
2066,Mahindra,Mahindra TUV 300,6,47035,Diesel,First,18.4,1493.0,100.0,695000.0
2067,Maruti,Maruti Swift Dzire,14,56230,Petrol,Second,17.0,1298.0,85.8,240000.0
2068,Hyundai,Hyundai Accent GLE,15,55000,Petrol,First,13.0,1495.0,94.0,265000.0
2069,Mahindra,Mahindra XUV500 W8,8,70669,Diesel,First,15.0,2179.0,140.0,900000.0
2070,Maruti,Maruti Alto K10,10,69000,Petrol,First,20.9,998.0,67.1,210000.0
2071,Chevrolet,Chevrolet Beat LT,11,65000,Petrol,Second,18.0,1199.0,79.4,250000.0
2072,Audi,Audi A6 2.7,13,30000,Diesel,First,12.0,2698.0,179.5,894999.9999999999
2073,Mini,Mini Cooper 5,5,2000,Diesel,First,20.0,1496.0,113.98,3400000.0
2074,Maruti,Maruti Swift 1.3,11,24255,Petrol,First,16.0,1621.5059354622972,113.2722029281571,315000.0
2075,Tata,Tata Zest Revotron,7,40000,Petrol,First,17.5,1193.0,88.7,400000.0
2076,Honda,Honda City i,8,40000,Diesel,First,26.0,1498.0,98.6,445000.0
2077,Chevrolet,Chevrolet Beat LT,12,26000,Petrol,First,18.0,1199.0,79.4,150000.0
2078,Audi,Audi A4 2.0,11,105000,Diesel,Second,16.5,1968.0,140.0,1450000.0
2079,Ford,Ford Aspire Titanium,7,2800,Diesel,First,26.0,1498.0,99.0,841000.0
2080,Hyundai,Hyundai Verna SX,8,71000,Diesel,Second,19.0,1582.0,126.32,545000.0
2081,Honda,Honda City i,7,32896,Petrol,First,18.0,1497.0,117.3,890000.0
2082,Hyundai,Hyundai i10 Sportz,10,45000,Petrol,First,20.3,1197.0,78.9,365000.0
2083,BMW,BMW X3 xDrive20d,7,65000,Diesel,Second,18.5,1995.0,190.0,2900000.0
2084,Audi,Audi A4 2.0,9,45200,Diesel,First,16.5,1968.0,147.51,1350000.0
2085,Honda,Honda CR-V 2.4,14,82167,Petrol,First,10.0,2354.0,152.0,540000.0
2086,Hyundai,Hyundai Grand i10,6,37429,Petrol,First,18.0,1197.0,81.86,589000.0
2087,Maruti,Maruti Ciaz ZDi,6,46000,Diesel,First,28.0,1248.0,88.5,844999.9999999999
2088,Honda,Honda City i-VTEC,11,67031,Petrol,First,17.0,1497.0,117.3,400000.0
2089,BMW,BMW 6 Series,9,30000,Diesel,First,9.5,2993.0,313.0,4500000.0
2090,Maruti,Maruti Celerio VXI,6,47691,Petrol,First,23.0,998.0,67.04,394000.0
2091,Renault,Renault Koleos 2.0,11,32531,Diesel,Second,13.7,1995.0,148.0,800000.0
2092,Ford,Ford Figo Diesel,9,71336,Diesel,First,20.0,1399.0,68.0,409999.99999999994
2093,Toyota,Toyota Innova 2.5,16,196000,Diesel,First,12.0,2494.0,102.0,625000.0
2094,Maruti,Maruti Dzire VDI,7,28193,Diesel,First,28.0,1248.0,73.75,525000.0
2095,Mercedes-Benz,Mercedes-Benz SLC 43,3,2526,Petrol,First,19.0,2996.0,362.07,8396000.0
2096,Hyundai,Hyundai Santro LP,18,52146,Petrol,First,0.0,1621.5059354622972,113.2722029281571,193000.0
2097,Mercedes-Benz,Mercedes-Benz E-Class E,9,85000,Diesel,First,16.0,1950.0,194.0,2100000.0
2098,Hyundai,Hyundai Grand i10,7,20780,Petrol,First,18.0,1197.0,81.86,430000.0
2099,Honda,Honda Mobilio S,8,43081,Petrol,First,17.0,1497.0,117.3,525000.0
2100,Porsche,Porsche Cayenne Turbo,12,35000,Petrol,Second,11.0,4806.0,550.0,3200000.0
2101,Mahindra,Mahindra Quanto C8,9,36000,Diesel,First,17.2,1493.0,100.0,390000.0
2102,Toyota,Toyota Corolla H5,15,67000,Petrol,Third,13.0,1794.0,125.0,220000.00000000003
2103,Mahindra,Mahindra KUV 100,6,34079,Diesel,First,25.3,1198.0,77.0,370000.0
2104,BMW,BMW 3 Series,12,77849,Petrol,Second,10.0,2497.0,215.0,1127000.0
2105,Maruti,Maruti Alto 800,9,86000,Petrol,First,22.7,796.0,47.3,241000.0
2106,Audi,Audi Q3 35,7,110000,Diesel,First,15.7,1968.0,174.33,1900000.0
2107,Toyota,Toyota Etios GD,7,116000,Diesel,Second,23.5,1364.0,67.05,580000.0
2108,Mahindra,Mahindra XUV500 W8,6,41840,Diesel,First,15.0,2179.0,140.0,1352000.0
2109,Toyota,Toyota Fortuner 4x2,7,19317,Diesel,First,13.0,2982.0,168.7,2450000.0
2110,Tata,Tata Indigo CS,8,41000,CNG,First,34.44,1193.0,55.23,325000.0
2111,Mercedes-Benz,Mercedes-Benz GLE 250d,5,25601,Diesel,First,17.0,2143.0,201.15,5673000.0
2112,Hyundai,Hyundai Creta 1.6,7,83950,Diesel,First,19.6,1582.0,126.2,994999.9999999999
2113,Honda,Honda City 1.5,10,60000,Petrol,First,16.0,1497.0,118.0,550000.0
2114,Audi,Audi A4 35,7,50000,Diesel,First,17.1,1968.0,174.33,2500000.0
2115,Maruti,Maruti Zen VXI,13,37000,Petrol,First,17.0,993.0,60.0,100000.0
2116,Maruti,Maruti Alto LXi,11,76976,Petrol,Second,19.0,796.0,46.3,215000.0
2117,Maruti,Maruti Baleno Delta,4,21684,Petrol,First,21.0,1197.0,83.1,789000.0
2118,Mahindra,Mahindra XUV500 W10,7,62000,Diesel,First,16.0,2179.0,140.0,1025000.0
2119,Ford,Ford Freestyle Titanium,15,1261,Petrol,First,19.0,1194.0,94.68,600000.0
2120,Hyundai,Hyundai Elite i20,5,59450,Petrol,First,18.0,1197.0,81.86,753000.0
2121,Mercedes-Benz,Mercedes-Benz New C-Class,4,24465,Diesel,First,19.2,2143.0,167.62,3945000.0000000005
2122,Honda,Honda City i,8,55000,Petrol,First,17.0,1497.0,117.3,584000.0
2123,Ford,Ford EcoSport 1.5,5,2000,Petrol,First,18.8,1499.0,110.4,865000.0
2124,Maruti,Maruti Baleno Alpha,5,25040,Petrol,First,21.0,1197.0,83.1,774000.0
2125,Hyundai,Hyundai i10 Sportz,14,84000,Petrol,First,20.3,1197.0,78.9,250000.0
2126,Toyota,Toyota Innova 2.5,15,170428,Diesel,Second,12.0,2494.0,102.0,570000.0
2127,Maruti,Maruti Baleno Delta,6,12573,Petrol,First,21.0,1197.0,83.1,580000.0
2128,Audi,Audi Q7 3.0,10,88000,Diesel,First,12.0,2967.0,241.4,3650000.0
2129,Hyundai,Hyundai Santa Fe,10,86000,Diesel,Second,13.0,2199.0,194.3,950000.0
2130,Hyundai,Hyundai Santro GLS,10,51019,Petrol,First,0.0,999.0,113.2722029281571,348000.0
2131,Honda,Honda City 1.5,9,45000,Petrol,First,17.0,1497.0,118.0,455000.0
2132,Hyundai,Hyundai i20 1.4,10,51000,Diesel,First,21.0,1396.0,90.0,390000.0
2133,Mahindra,Mahindra Bolero SLE,15,92000,Diesel,First,13.0,2523.0,63.0,270000.0
2134,Toyota,Toyota Fortuner 2.8,5,29000,Diesel,First,12.0,2755.0,174.5,3100000.0
2135,BMW,BMW 3 Series,13,70521,Petrol,Second,10.0,2497.0,215.0,1030000.0000000001
2136,BMW,BMW 3 Series,12,51000,Diesel,First,16.0,1995.0,181.0,775000.0
2137,Maruti,Maruti Wagon R,10,52618,Petrol,First,18.0,998.0,67.1,320000.0
2138,Maruti,Maruti Ertiga ZDI,9,68000,Diesel,First,25.4,1248.0,88.5,484999.99999999994
2139,Land,Land Rover Range,6,29022,Diesel,Second,15.6,1999.0,177.0,3408000.0
2140,Maruti,Maruti Ertiga SHVS,5,80000,Diesel,First,24.5,1248.0,88.5,810000.0
2141,Tata,Tata Indigo CS,6,78000,Diesel,Second,25.0,1396.0,69.01,235000.0
2142,Maruti,Maruti Alto K10,10,100000,Petrol,First,20.9,998.0,67.1,180000.0
2143,Hyundai,Hyundai EON D,7,31412,Petrol,First,21.0,814.0,55.2,342000.0
2144,Ford,Ford Endeavour 3.0L,12,78000,Diesel,Second,11.0,2953.0,153.86,534000.0
2145,Ford,Ford Endeavour 2.2,4,14000,Diesel,First,12.6,2198.0,158.0,3199000.0
2146,Volkswagen,Volkswagen Vento Diesel,11,80000,Diesel,First,20.5,1598.0,103.6,475000.0
2147,Maruti,Maruti Ciaz AT,8,46738,Petrol,First,19.1,1373.0,91.1,610000.0
2148,Hyundai,Hyundai EON D,9,54884,Petrol,Second,21.0,814.0,55.2,369000.0
2149,Audi,Audi Q5 2.0,10,74500,Diesel,Second,14.1,1968.0,174.3,1500000.0
2150,Mahindra,Mahindra XUV500 W10,6,67472,Diesel,First,16.0,2179.0,140.0,1450000.0
2151,Maruti,Maruti Swift VDI,9,84000,Diesel,First,28.0,1248.0,74.0,565000.0
2152,Maruti,Maruti Ritz VDi,11,77400,Diesel,First,21.0,1248.0,73.9,250000.0
2153,Mercedes-Benz,Mercedes-Benz New C-Class,5,14470,Diesel,First,19.7,2143.0,201.15,3850000.0
2154,Renault,Renault Duster 110PS,8,52108,Diesel,First,19.0,1461.0,108.45,549000.0
2155,Maruti,Maruti Swift Dzire,9,40000,Petrol,First,19.0,1197.0,85.8,355000.0
2156,Toyota,Toyota Innova 2.5,8,105044,Diesel,First,12.9,2494.0,100.6,1075000.0
2157,Hyundai,Hyundai Creta 1.6,6,24347,Petrol,First,15.0,1591.0,121.3,1100000.0
