,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
1030,Toyota,Toyota Fortuner 2.8,2013,105072,Diesel,First,14.24,2755.0,174.5,1328000.0
1031,BMW,BMW X1 sDrive,2012,80000,Petrol,First,11.25,1995.0,150.0,950000.0
1032,Renault,Renault Captur 1.5,2019,3102,Diesel,First,20.37,1461.0,108.45,1401000.0
1033,Hyundai,Hyundai Xcent 1.1,2016,14656,Diesel,First,24.4,1120.0,71.0,699000.0
1034,BMW,BMW 3 Series,2010,105000,Diesel,Second,13.2,1995.0,170.0,1100000.0
1035,BMW,BMW 5 Series,2008,61000,Petrol,Second,10.8,2497.0,215.0,1100000.0
1036,Nissan,Nissan Micra XE,2010,85046,Petrol,Second,18.06,1198.0,75.0,229999.99999999997
1037,Jaguar,Jaguar XF 2.2,2014,48000,Diesel,First,16.36,2179.0,187.7,2650000.0
1038,Land,Land Rover Range,2011,55000,Diesel,First,10.2,4367.0,308.0,6700000.0
1039,Jeep,Jeep Compass 1.4,2017,4000,Petrol,First,16.0,1368.0,160.0,1775000.0
1040,Honda,Honda CR-V 2.4,2010,94000,Petrol,Second,10.1,2354.0,152.0,480000.0
1041,Maruti,Maruti Swift VXI,2013,61110,Petrol,First,18.6,1197.0,85.8,457000.0
1042,Hyundai,Hyundai Xcent 1.1,2016,80000,Diesel,First,24.4,1120.0,71.0,350000.0
1043,Nissan,Nissan Terrano XV,2015,43190,Diesel,First,19.01,1461.0,108.5,761000.0
1044,Audi,Audi A4 35,2015,45000,Diesel,First,18.25,1968.0,187.74,2500000.0
1045,Hyundai,Hyundai Grand i10,2016,44178,Petrol,First,18.9,1197.0,82.0,588000.0
1046,Toyota,Toyota Innova 2.5,2015,84415,Diesel,First,12.99,2494.0,100.6,1350000.0
1047,Hyundai,Hyundai i20 1.2,2015,35000,Petrol,First,18.5,1197.0,80.0,459999.99999999994
1048,Ford,Ford EcoSport 1.5,2013,44000,Diesel,First,22.77,1498.0,98.59,490000.00000000006
1049,Honda,Honda City 1.5,2012,67635,Petrol,First,17.0,1497.0,118.0,525000.0
1050,Ford,Ford EcoSport 1.5,2018,18385,Petrol,First,14.8,1497.0,121.36,1241000.0
1051,Volkswagen,Volkswagen Polo Diesel,2014,35000,Diesel,First,22.07,1199.0,73.9,380000.0
1052,Mercedes-Benz,Mercedes-Benz New C-Class,2010,49000,Diesel,First,19.27,2143.0,170.0,894999.9999999999
1053,Ford,Ford Ecosport 1.5,2013,69000,Diesel,First,22.7,1498.0,89.84,720000.0
1054,Tata,Tata Indigo GLE,2017,23228,Petrol,First,14.4,1396.0,65.0,450000.0
1055,Maruti,Maruti Swift Dzire,2014,68462,Diesel,First,26.59,1248.0,74.0,415000.00000000006
1056,Maruti,Maruti S-Cross Zeta,2016,74611,Diesel,First,25.1,1248.0,88.5,794000.0
1057,Renault,Renault Duster 110PS,2014,90000,Diesel,First,19.01,1461.0,108.45,725000.0
1058,Maruti,Maruti Wagon R,2016,22000,Petrol,First,18.9,998.0,67.1,370000.0
1059,Hyundai,Hyundai Santro Xing,2010,58163,Petrol,First,0.0,1086.0,62.0,245000.00000000003
1060,Chevrolet,Chevrolet Beat Diesel,2011,109500,Diesel,Third,25.44,936.0,57.6,150000.0
1061,Mahindra,Mahindra XUV500 W4,2017,13363,Diesel,First,16.0,1997.0,140.0,1200000.0
1062,Hyundai,Hyundai i10 Era,2012,51000,Petrol,Second,19.81,1086.0,68.05,220000.00000000003
1063,Tata,Tata New Safari,2007,103000,Diesel,First,13.93,2179.0,138.0,360000.0
1064,Hyundai,Hyundai i10 Sportz,2009,43002,Petrol,First,20.36,1197.0,78.9,192000.0
1065,Toyota,Toyota Innova Crysta,2016,108000,Diesel,First,11.36,2755.0,171.5,2050000.0
1066,Skoda,Skoda Laura Elegance,2010,82407,Diesel,First,17.5,1896.0,106.0,425000.0
1067,Hyundai,Hyundai Grand i10,2013,29000,Petrol,First,18.9,1197.0,82.0,320000.0
1068,Toyota,Toyota Etios Liva,2012,225000,Diesel,Second,23.59,1364.0,113.25304969366827,260000.0
1069,Maruti,Maruti Swift Dzire,2014,45000,Diesel,First,23.4,1248.0,74.0,385000.0
1070,Hyundai,Hyundai i20 Asta,2010,93401,Diesel,First,23.0,1396.0,90.0,348000.0
1071,Ford,Ford Figo 2015-2019,2017,95802,Diesel,Second,25.83,1498.0,99.0,455000.0
1072,Maruti,Maruti Ertiga VDI,2016,130000,Diesel,First,25.47,1248.0,88.5,700000.0
1073,Maruti,Maruti Ertiga ZDI,2013,67443,Diesel,First,20.77,1248.0,88.8,575000.0
1074,Honda,Honda City 1.5,2016,47681,Petrol,First,16.8,1497.0,116.3,873000.0
1075,Maruti,Maruti Alto LXi,2009,35000,Petrol,First,19.7,796.0,46.3,170000.0
1076,Ford,Ford Endeavour 3.2,2016,68000,Diesel,First,10.91,3198.0,197.0,2950000.0
1077,Maruti,Maruti Vitara Brezza,2019,34688,Diesel,First,24.3,1248.0,88.5,1049000.0
1078,Porsche,Porsche Boxster S,2015,10512,Petrol,First,8.6,2706.0,265.0,6400000.0
1079,Maruti,Maruti Swift ZDi,2016,58000,Diesel,First,22.9,1248.0,74.0,755000.0
1080,Tata,Tata Zest Revotron,2014,40000,Petrol,First,17.57,1193.0,88.7,395000.0
1081,Hyundai,Hyundai i20 1.2,2010,61000,Petrol,Fourth & Above,17.0,1197.0,80.0,325000.0
1082,Skoda,Skoda Fabia 1.4,2009,86000,Diesel,First,19.4,1422.0,70.0,275000.0
1083,Toyota,Toyota Corolla Altis,2015,45000,Diesel,First,21.43,1364.0,87.2,735000.0
1084,Volkswagen,Volkswagen Ameo 1.2,2017,55000,Petrol,First,17.0,1198.0,73.75,470000.0
1085,Hyundai,Hyundai Creta 1.6,2016,36855,Petrol,Second,15.29,1591.0,121.3,877000.0
1086,Hyundai,Hyundai i10 Magna,2013,46821,Petrol,First,20.36,1197.0,78.9,342000.0
1087,Chevrolet,Chevrolet Beat LS,2015,120000,Petrol,First,18.6,1199.0,76.8,250000.0
1088,Jaguar,Jaguar XF 3.0,2012,29000,Diesel,First,14.74,2993.0,270.9,2000000.0
1089,Nissan,Nissan Terrano XL,2014,40000,Petrol,First,13.24,1598.0,102.5,525000.0
1090,Audi,Audi Q3 2012-2015,2013,60000,Diesel,Second,15.73,1968.0,174.33,1450000.0
1091,Hyundai,Hyundai i10 Asta,2011,64984,Petrol,First,16.95,1197.0,78.9,345000.0
1092,Maruti,Maruti Alto K10,2015,73204,Petrol,First,24.07,998.0,67.1,330000.0
1093,Audi,Audi Q7 4.2,2014,50000,Diesel,First,11.33,4134.0,335.2,5100000.0
1094,Maruti,Maruti Vitara Brezza,2017,35000,Diesel,First,24.3,1248.0,88.5,650000.0
1095,Hyundai,Hyundai EON D,2013,17729,Petrol,First,21.1,814.0,55.2,365000.0
1096,Mahindra,Mahindra XUV300 W8,2012,97000,Diesel,First,20.0,1497.0,115.0,725000.0
1097,Hyundai,Hyundai Verna CRDi,2014,89614,Diesel,First,22.0,1582.0,126.2,601000.0
1098,Maruti,Maruti Wagon R,2015,14000,Petrol,First,18.9,998.0,67.1,280000.0
1099,Hyundai,Hyundai i20 Sportz,2012,50000,Petrol,First,17.0,1197.0,80.0,400000.0
1100,Honda,Honda City i,2014,62505,Petrol,First,17.4,1497.0,117.3,595000.0
1101,Toyota,Toyota Innova 2.5,2011,248000,Diesel,Second,12.8,2494.0,102.0,919999.9999999999
1102,Hyundai,Hyundai Verna CRDi,2012,94900,Diesel,First,16.8,1493.0,110.0,535000.0
1103,Tata,Tata Hexa XT,2017,55000,Diesel,First,17.6,2179.0,153.86,1200000.0
1104,Audi,Audi Q7 3.0,2015,53735,Diesel,Second,12.07,2967.0,241.4,3894000.0
1105,Maruti,Maruti Wagon R,2008,53934,Petrol,Second,18.9,998.0,67.1,269000.0
1106,BMW,BMW 5 Series,2013,58500,Diesel,Second,17.09,1995.0,218.0,2750000.0
1107,Honda,Honda Amaze EX,2014,48000,Petrol,First,18.0,1198.0,86.7,275000.0
1108,Maruti,Maruti Alto 800,2016,24000,Petrol,First,24.7,796.0,47.3,280000.0
1109,Hyundai,Hyundai Verna 1.6,2016,52001,Petrol,First,17.01,1591.0,121.3,645000.0
1110,Tata,Tata Tiago 1.2,2018,9565,Petrol,First,23.84,1199.0,84.0,588000.0
1111,Maruti,Maruti Swift LXI,2013,32953,Petrol,First,18.6,1197.0,85.8,465000.00000000006
1112,Hyundai,Hyundai EON Era,2014,18000,Petrol,First,21.1,814.0,55.2,250000.0
1113,Mercedes-Benz,Mercedes-Benz E-Class E,2018,20446,Petrol,First,12.6,1950.0,191.34,5135000.0
1114,Hyundai,Hyundai i20 Magna,2016,33016,Diesel,First,22.54,1396.0,88.73,685000.0
1115,Toyota,Toyota Etios VD,2012,48000,Diesel,First,23.59,1364.0,67.05,525000.0
1116,Toyota,Toyota Corolla Altis,2014,72022,Diesel,First,21.43,1364.0,87.2,923000.0
1117,Mini,Mini Cooper 5,2014,34000,Diesel,First,20.7,1496.0,113.98,2200000.0
1118,Volkswagen,Volkswagen Polo 1.5,2014,69000,Diesel,First,20.14,1498.0,88.8,519000.00000000006
1119,Skoda,Skoda Superb Elegance,2009,108000,Petrol,First,13.7,1798.0,157.75,434999.99999999994
1120,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2013,34700,Diesel,First,10.0,2148.0,170.0,2450000.0
1121,Maruti,Maruti Swift VDi,2015,79000,Diesel,First,17.8,1248.0,75.0,575000.0
1122,Honda,Honda City i,2016,58197,Petrol,First,18.0,1497.0,117.3,919000.0
1123,BMW,BMW 7 Series,2008,66000,Petrol,Second,8.45,2979.0,321.0,1075000.0
1124,Hyundai,Hyundai i10 Magna,2009,60000,Petrol,First,19.2,1197.0,80.0,299000.0
1125,Maruti,Maruti Swift Dzire,2014,57000,Diesel,First,26.59,1248.0,74.0,389000.0
1126,Honda,Honda City i,2018,45555,Diesel,First,26.0,1498.0,98.6,1173000.0
1127,Maruti,Maruti Omni 8,2016,55137,Petrol,First,14.0,796.0,35.0,311000.0
1128,Skoda,Skoda Superb 2009-2014,2014,93325,Diesel,Second,17.2,1968.0,138.1,1445000.0
1129,Maruti,Maruti Ertiga SHVS,2018,38000,Diesel,First,24.52,1248.0,88.5,869999.9999999999
1130,Hyundai,Hyundai Grand i10,2016,57738,Diesel,First,24.0,1120.0,70.0,504000.0
1131,Maruti,Maruti Ciaz VDi,2017,38282,Diesel,First,28.09,1248.0,88.5,850000.0
1132,Mercedes-Benz,Mercedes-Benz New C-Class,2014,64000,Diesel,First,19.27,2143.0,170.0,1565000.0
1133,Fiat,Fiat Avventura MULTIJET,2015,32000,Diesel,First,20.5,1248.0,91.72,565000.0
1134,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2010,83000,Petrol,First,10.93,2497.0,204.0,1650000.0
1135,Maruti,Maruti Zen Estilo,2011,76000,CNG,First,26.3,998.0,67.1,200000.0
1136,Volkswagen,Volkswagen Vento Petrol,2012,67200,Petrol,First,15.04,1598.0,103.6,390000.0
1137,BMW,BMW 3 Series,2013,62655,Diesel,First,18.88,1995.0,184.0,1450000.0
1138,BMW,BMW 5 Series,2015,16900,Diesel,First,14.69,2993.0,258.0,4400000.0
1139,Hyundai,Hyundai Grand i10,2017,8471,Petrol,First,18.9,1197.0,81.86,500000.0
1140,Toyota,Toyota Innova Crysta,2016,69000,Diesel,First,11.36,2755.0,171.5,1975000.0
1141,Renault,Renault Duster 110PS,2017,30090,Diesel,First,19.6,1461.0,108.45,1144000.0
1142,Tata,Tata Indica Vista,2011,120000,Diesel,First,18.0,1248.0,75.0,175000.0
1143,Maruti,Maruti Swift VDI,2013,23000,Diesel,First,17.8,1248.0,113.25304969366827,560000.0
1144,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,2016,35939,Petrol,First,12.3,1796.0,185.0,3042000.0
1145,Mahindra,Mahindra XUV500 W8,2013,116694,Diesel,First,15.1,2179.0,140.0,957000.0
1146,Mahindra,Mahindra Bolero ZLX,2016,40448,Diesel,First,15.96,2523.0,62.1,350000.0
1147,Maruti,Maruti Vitara Brezza,2018,64456,Diesel,First,24.3,1248.0,88.5,1046000.0000000001
1148,Fiat,Fiat Avventura MULTIJET,2014,52782,Diesel,First,20.5,1248.0,91.72,484999.99999999994
1149,Honda,Honda Amaze S,2016,51672,Petrol,First,19.5,1199.0,88.76,568000.0
1150,Skoda,Skoda Superb Elegance,2015,56073,Petrol,First,13.7,1798.0,157.75,1325000.0
1151,Jaguar,Jaguar XF 3.0,2011,65000,Diesel,First,14.74,2993.0,270.9,1600000.0
1152,Maruti,Maruti Wagon R,2013,79000,Petrol,First,18.9,998.0,67.1,300000.0
1153,Hyundai,Hyundai Santro Xing,2007,43206,Petrol,First,17.0,1086.0,113.25304969366827,99000.0
1154,Toyota,Toyota Corolla Altis,2010,70200,Petrol,First,14.53,1798.0,138.1,500000.0
1155,Maruti,Maruti Swift VXi,2016,42000,Petrol,First,16.1,1197.0,85.0,475000.0
1156,Volkswagen,Volkswagen Polo 1.2,2014,62000,Petrol,First,16.47,1198.0,74.0,535000.0
1157,Hyundai,Hyundai Grand i10,2017,20000,Petrol,First,18.9,1197.0,81.86,598000.0
1158,Maruti,Maruti SX4 ZDI,2011,80000,Diesel,Third,21.5,1248.0,88.8,350000.0
1159,Hyundai,Hyundai Grand i10,2018,50234,Petrol,First,18.9,1197.0,81.86,476999.99999999994
1160,Maruti,Maruti Baleno Delta,2016,50003,Petrol,First,21.4,1197.0,83.1,545000.0
1161,Tata,Tata Tigor 1.2,2018,1000,Petrol,First,20.3,1199.0,84.0,685000.0
1162,Maruti,Maruti Swift Dzire,2016,54897,Diesel,First,26.59,1248.0,74.0,730000.0
1163,Tata,Tata Indica GLS,2007,108995,Petrol,First,15.3,1193.0,65.3,125000.0
1164,Maruti,Maruti SX4 S,2015,73000,Diesel,First,22.7,1598.0,118.0,825000.0
1165,Maruti,Maruti Swift VXI,2008,65000,Petrol,First,16.1,1298.0,88.2,271000.0
1166,Hyundai,Hyundai Xcent 1.2,2016,32000,Petrol,First,19.1,1197.0,82.0,360000.0
1167,Hyundai,Hyundai i20 1.2,2010,65000,Petrol,First,18.5,1197.0,80.0,300000.0
1168,Maruti,Maruti Celerio VXI,2016,21600,Petrol,First,23.1,998.0,67.04,465000.00000000006
1169,Mercedes-Benz,Mercedes-Benz New C-Class,2010,39000,Diesel,First,14.84,2143.0,170.0,950000.0
1170,Maruti,Maruti Swift Dzire,2011,58075,Petrol,First,17.5,1298.0,85.8,295000.0
1171,Volkswagen,Volkswagen Vento Petrol,2011,58000,Petrol,First,15.04,1598.0,103.6,300000.0
1172,Maruti,Maruti Swift ZDi,2015,58000,Diesel,First,25.2,1248.0,74.0,595000.0
1173,Toyota,Toyota Corolla Altis,2008,89000,Petrol,First,14.53,1798.0,138.1,400000.0
1174,Honda,Honda Civic 2006-2010,2008,72000,Petrol,First,13.5,1799.0,130.0,250000.0
1175,Ford,Ford EcoSport 1.5,2017,1800,Petrol,First,16.05,1499.0,110.4,1137000.0
1176,Fiat,Fiat Linea Emotion,2010,172050,Diesel,Second,19.0,1248.0,93.0,225000.0
1177,Hyundai,Hyundai i10 Era,2013,46230,Petrol,First,19.81,1086.0,68.05,310000.0
1178,Volvo,Volvo XC60 D5,2014,86925,Diesel,First,11.2,2400.0,215.0,1718000.0
1179,Hyundai,Hyundai i20 1.2,2018,5000,Petrol,First,18.6,1197.0,81.83,650000.0
1180,Honda,Honda City i,2014,66000,Diesel,First,26.0,1498.0,98.6,570000.0
1181,Toyota,Toyota Innova 2.5,2013,119000,Diesel,First,12.99,2494.0,100.0,800000.0
1182,Renault,Renault KWID RXT,2016,45000,Petrol,First,25.17,799.0,53.3,260000.0
1183,Maruti,Maruti A-Star Vxi,2009,66149,Petrol,First,19.0,998.0,66.1,245000.00000000003
1184,Mercedes-Benz,Mercedes-Benz B Class,2014,42070,Petrol,First,14.8,1595.0,120.7,1157000.0
1185,Maruti,Maruti Wagon R,2012,35503,Petrol,First,18.9,998.0,67.1,229999.99999999997
1186,Maruti,Maruti Swift VDI,2016,41460,Diesel,First,25.2,1248.0,74.0,590000.0
1187,Hyundai,Hyundai Verna VTVT,2015,40600,Petrol,First,17.0,1591.0,121.3,720000.0
1188,Hyundai,Hyundai Verna CRDi,2013,87000,Diesel,First,22.0,1582.0,126.2,590000.0
1189,Honda,Honda City V,2014,30000,Petrol,Second,16.8,1497.0,116.3,600000.0
1190,Hyundai,Hyundai i10 Magna,2010,27089,Petrol,First,16.0,1086.0,66.7,195000.0
1191,Toyota,Toyota Etios GD,2016,53702,Diesel,First,23.59,1364.0,67.04,655000.0
1192,Volvo,Volvo S60 D4,2015,51000,Diesel,First,27.03,1969.0,190.0,2500000.0
1193,Ford,Ford Figo Diesel,2012,36542,Diesel,First,20.0,1399.0,68.05,265000.0
1194,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,2017,15000,Diesel,First,13.0,2987.0,265.0,6950000.0
1195,BMW,BMW 3 Series,2012,65000,Diesel,First,22.69,1995.0,190.0,1400000.0
1196,Maruti,Maruti Alto 800,2014,32000,Petrol,Second,22.74,796.0,47.3,210000.0
1197,Toyota,Toyota Innova Crysta,2017,24393,Diesel,First,13.68,2393.0,147.8,2039999.9999999998
1198,Volkswagen,Volkswagen Polo 1.0,2019,1000,Petrol,First,18.78,999.0,75.0,568000.0
1199,Nissan,Nissan Terrano XL,2014,28238,Petrol,First,13.24,1598.0,102.5,555000.0
1200,Mitsubishi,Mitsubishi Pajero Sport,2013,59000,Diesel,First,13.5,2477.0,175.56,1275000.0
1201,Honda,Honda Civic 2010-2013,2012,92000,Petrol,Second,14.8,1799.0,130.2,335000.0
1202,Maruti,Maruti Alto 800,2013,56840,Petrol,First,22.74,796.0,47.3,155000.0
1203,Volkswagen,Volkswagen Vento Diesel,2013,62746,Diesel,Second,20.54,1598.0,103.6,590000.0
1204,Land,Land Rover Freelander,2012,96000,Diesel,First,12.35,2179.0,187.74,1898000.0
1205,Honda,Honda CR-V 2.0L,2014,24000,Petrol,First,13.7,1997.0,153.86,1151000.0
1206,Maruti,Maruti Ertiga VDI,2016,54000,Diesel,First,20.77,1248.0,88.76,775000.0
1207,Toyota,Toyota Innova 2.5,2016,90000,Diesel,First,12.99,2494.0,100.6,1390000.0
1208,Tata,Tata Manza Aura,2010,40000,Petrol,First,15.0,1368.0,90.0,135000.0
1209,Audi,Audi Q7 35,2015,65938,Diesel,Second,12.07,2967.0,241.4,3800000.0
1210,Hyundai,Hyundai Verna 1.6,2017,16100,Petrol,First,17.1,1591.0,121.4,1160000.0
1211,Volkswagen,Volkswagen Vento 1.5,2017,3600,Diesel,First,21.5,1498.0,108.5,1225000.0
1212,Honda,Honda City 1.5,2011,52000,Petrol,First,17.0,1497.0,118.0,380000.0
1213,Ford,Ford Figo Diesel,2014,54000,Diesel,First,20.0,1399.0,68.05,325000.0
1214,Honda,Honda Jazz 1.2,2016,15399,Petrol,First,18.7,1199.0,88.7,640000.0
1215,Volkswagen,Volkswagen Polo Petrol,2012,75000,Petrol,Second,16.47,1198.0,73.9,395000.0
1216,Honda,Honda City i-VTEC,2010,76752,Petrol,First,17.4,1497.0,117.3,357000.0
1217,Honda,Honda City ZX,2005,56000,Petrol,Second,17.7,1497.0,78.0,125000.0
1218,Maruti,Maruti Wagon R,2015,70000,CNG,First,26.2,998.0,58.2,365000.0
1219,Honda,Honda CR-V 2.4L,2013,46125,Petrol,Second,12.0,2354.0,187.4,1250000.0
1220,BMW,BMW 5 Series,2014,35000,Diesel,Second,18.12,1995.0,190.0,2300000.0
1221,Ambassador,Ambassador Classic Nova,2003,80000,Diesel,Third,12.8,1489.0,35.5,135000.0
1222,Mahindra,Mahindra Scorpio VLX,2012,62729,Diesel,First,12.05,2179.0,120.0,632000.0
1223,Volkswagen,Volkswagen Vento Diesel,2012,34000,Diesel,First,20.54,1598.0,103.6,340000.0
1224,Maruti,Maruti Zen VX,1999,70000,Petrol,Second,17.3,993.0,60.0,77000.0
1225,Maruti,Maruti 800 DX,2009,32000,Petrol,First,16.1,796.0,37.0,90000.0
1226,Toyota,Toyota Corolla Altis,2017,21000,Petrol,First,14.28,1798.0,138.03,1800000.0
1227,BMW,BMW 3 Series,2013,49000,Petrol,First,14.59,1997.0,245.0,1900000.0
1228,Ford,Ford Ikon 1.3,2007,40000,Petrol,Third,13.8,1299.0,70.0,110000.00000000001
1229,Chevrolet,Chevrolet Beat LT,2012,78000,Petrol,Second,18.6,1199.0,79.4,200000.0
1230,Toyota,Toyota Corolla Altis,2012,52000,Diesel,First,21.43,1364.0,86.79,650000.0
1231,Mahindra,Mahindra XUV500 W4,2014,65213,Diesel,First,16.0,2179.0,140.0,944999.9999999999
1232,Hyundai,Hyundai Xcent 1.1,2016,170000,Diesel,First,24.4,1120.0,71.0,400000.0
1233,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,2017,36884,Diesel,First,13.0,2143.0,204.0,3225000.0
1234,Hyundai,Hyundai i10 Sportz,2009,62500,Petrol,First,20.36,1197.0,78.9,210000.0
1235,Toyota,Toyota Corolla Altis,2015,68000,Petrol,Second,14.28,1798.0,138.03,975000.0
1236,Toyota,Toyota Corolla 1.8,2014,40748,Petrol,First,14.53,1798.0,138.0,630000.0
1237,Audi,Audi Q3 2.0,2013,60000,Diesel,First,17.32,1968.0,184.0,2100000.0
1238,Hyundai,Hyundai i20 Magna,2014,12400,Diesel,First,21.9,1396.0,88.8,465000.00000000006
1239,Mercedes-Benz,Mercedes-Benz New C-Class,2013,87000,Diesel,Second,19.27,2143.0,167.62,1700000.0
1240,Maruti,Maruti Ritz VDi,2013,20248,Diesel,First,21.1,1248.0,73.9,434999.99999999994
1241,Hyundai,Hyundai Creta 1.6,2017,52383,Diesel,First,19.67,1582.0,126.2,1482000.0
1242,Jaguar,Jaguar XE 2.0L,2018,1000,Diesel,First,13.6,1999.0,177.0,4000000.0
1243,Mahindra,Mahindra Xylo D4,2016,85000,Diesel,First,14.95,2489.0,93.7,615000.0
1244,Toyota,Toyota Innova 2.5,2014,47000,Diesel,First,12.99,2494.0,100.6,1125000.0
1245,Toyota,Toyota Camry 2.5,2018,17585,Petrol,First,19.16,2494.0,157.7,3200000.0
1246,Audi,Audi Q5 3.0,2018,32496,Diesel,First,13.22,2967.0,241.4,4562000.0
1247,Maruti,Maruti Swift VDI,2017,34613,Diesel,First,28.4,1248.0,74.0,624000.0
1248,Maruti,Maruti Ertiga VDI,2015,153000,Diesel,First,20.77,1248.0,88.76,480000.0
1249,Maruti,Maruti Swift VXi,2014,54000,Petrol,Second,16.1,1197.0,85.0,450000.0
1250,Hyundai,Hyundai i10 Sportz,2015,16900,Petrol,First,20.36,1197.0,78.9,387000.0
1251,Hyundai,Hyundai i10 Sportz,2013,62334,Petrol,First,20.36,1197.0,78.9,275000.0
1252,Maruti,Maruti Baleno Sigma,2018,23714,Petrol,First,21.4,1197.0,83.1,657000.0
1253,Hyundai,Hyundai Accent Executive,2010,52325,Petrol,First,16.36,1495.0,93.7,200000.0
1254,Honda,Honda Brio S,2012,50000,Petrol,First,19.4,1198.0,86.8,365000.0
1255,Maruti,Maruti Swift ZDi,2016,55746,Diesel,First,22.9,1248.0,74.0,695000.0
1256,Hyundai,Hyundai Xcent 1.2,2014,54000,Petrol,First,20.14,1197.0,81.86,550000.0
1257,Mahindra,Mahindra XUV500 W8,2013,43000,Diesel,First,16.0,2179.0,140.0,700000.0
1258,Mercedes-Benz,Mercedes-Benz E-Class E250,2014,40000,Diesel,First,13.0,2143.0,201.1,2400000.0
1259,Land,Land Rover Freelander,2010,125000,Diesel,Second,0.0,2179.0,115.0,1100000.0
1260,Mercedes-Benz,Mercedes-Benz New C-Class,2016,51944,Diesel,First,19.27,2143.0,170.0,3250000.0
1261,Hyundai,Hyundai i20 Asta,2015,46950,Diesel,First,21.27,1396.0,88.76,645000.0
1262,Skoda,Skoda Octavia Elegance,2015,23000,Diesel,First,19.3,1968.0,141.0,1575000.0
1263,Honda,Honda City 1.5,2014,54546,Petrol,First,17.0,1497.0,118.0,550000.0
1264,Toyota,Toyota Fortuner 4x2,2015,51535,Diesel,First,12.55,2982.0,168.5,1903000.0
1265,Audi,Audi Q3 2.0,2013,45000,Diesel,First,17.32,1968.0,184.0,1525000.0
1266,Maruti,Maruti Alto K10,2012,46004,Petrol,First,20.92,998.0,67.1,240000.0
1267,Tata,Tata Indigo eCS,2011,124000,Diesel,First,23.03,1396.0,69.0,229999.99999999997
1268,Audi,Audi A4 2.0,2014,77395,Diesel,First,17.11,1968.0,174.33,1435000.0
1269,Maruti,Maruti Alto 800,2018,10600,CNG,First,33.44,796.0,40.3,350000.0
1270,Honda,Honda City i-VTEC,2018,22974,Petrol,First,18.0,1497.0,117.3,1197000.0
1271,Hyundai,Hyundai Santro GLS,2009,89000,Petrol,Second,0.0,999.0,113.25304969366827,160000.0
1272,Toyota,Toyota Fortuner 2.8,2015,65012,Diesel,First,14.24,2755.0,174.5,1889999.9999999998
1273,Hyundai,Hyundai Grand i10,2017,17125,Petrol,First,18.9,1197.0,82.0,540000.0
1274,Maruti,Maruti Eeco 7,2015,90413,Petrol,First,15.1,1196.0,73.0,295000.0
1275,Volkswagen,Volkswagen Polo Petrol,2013,37000,Petrol,First,16.47,1198.0,73.9,509999.99999999994
1276,Maruti,Maruti Wagon R,2006,65000,Petrol,First,18.9,1061.0,67.0,150000.0
1277,Honda,Honda City 1.5,2011,66000,Petrol,First,17.0,1497.0,118.0,490000.00000000006
1278,Honda,Honda Civic 2010-2013,2010,86000,Petrol,First,14.8,1799.0,130.2,290000.0
1279,Honda,Honda City 1.5,2005,98437,Petrol,First,13.0,1493.0,100.0,114999.99999999999
1280,Hyundai,Hyundai i20 1.2,2010,18000,Petrol,First,18.5,1197.0,80.0,229999.99999999997
1281,Hyundai,Hyundai Grand i10,2018,35070,Diesel,First,24.0,1120.0,70.0,599000.0
1282,Volkswagen,Volkswagen Vento Petrol,2011,42000,Petrol,Third,14.4,1598.0,103.6,340000.0
1283,Hyundai,Hyundai i10 Sportz,2009,40000,Petrol,First,20.36,1197.0,78.9,170000.0
1284,Hyundai,Hyundai i20 Asta,2009,43000,Petrol,First,17.0,1197.0,80.0,199000.0
1285,Chevrolet,Chevrolet Beat LS,2012,65000,Petrol,First,18.6,1199.0,79.4,250000.0
1286,Volkswagen,Volkswagen Polo Diesel,2013,74000,Diesel,First,22.07,1199.0,73.9,484999.99999999994
1287,Ford,Ford Figo Petrol,2010,51192,Petrol,First,15.6,1196.0,70.0,265000.0
1288,Audi,Audi TT 2.0,2014,14262,Petrol,First,9.9,1984.0,207.8,2735000.0
1289,Honda,Honda City i,2015,66339,Diesel,Second,25.1,1498.0,98.6,690000.0
1290,Ford,Ford Figo Diesel,2013,90200,Diesel,First,20.0,1399.0,68.05,350000.0
1291,Toyota,Toyota Innova 2.5,2015,57854,Diesel,First,12.99,2494.0,100.6,1250000.0
1292,Maruti,Maruti Ciaz 1.4,2017,32000,Petrol,First,19.12,1373.0,91.1,919999.9999999999
1293,Hyundai,Hyundai Grand i10,2015,29631,Petrol,First,18.9,1197.0,82.0,490000.00000000006
1294,Honda,Honda City 1.3,2009,55005,Petrol,First,12.8,1621.276449941501,113.25304969366827,320000.0
1295,Ford,Ford EcoSport 1.0,2014,54173,Petrol,First,18.88,999.0,123.24,555000.0
1296,Skoda,Skoda Octavia Ambition,2014,50000,Petrol,First,14.7,1798.0,177.6,1350000.0
1297,Fiat,Fiat Linea Emotion,2010,145000,Diesel,First,20.4,1248.0,91.7,260000.0
